y0_pred_v,y1_pred_v,y2_pred_v,y3_pred_v,y4_pred_v,y5_pred_v,y6_pred_v,y7_pred_v,y8_pred_v,y9_pred_v,y10_pred_v,y11_pred_v,y12_pred_v,y13_pred_v,y14_pred_v,y15_pred_v
1.6472926,1.6473029,1.6471565,1.6472688,2.6640043,2.6636605,2.6638122,2.6639965,1.6877455,1.6876063,1.6875573,1.6877978,0.4394585,0.4393636,0.4393692,0.4394835
1.6474671,1.6474683,1.6473229,1.6474497,2.6635113,2.6631703,2.6633224,2.6635003,1.6866637,1.6865191,1.6864802,1.6867163,0.43935353,0.439251,0.4392574,0.43936926
1.647967,1.6480044,1.6477396,1.64778,2.6618423,2.6616912,2.6618104,2.662045,1.6843723,1.6841276,1.6840392,1.6843863,0.4389021,0.43892056,0.43889534,0.43896216
1.6461377,1.6461806,1.6459649,1.6460726,2.668851,2.6685472,2.6686182,2.6688857,1.6940436,1.6939671,1.6939191,1.6941533,0.44055215,0.44042292,0.44047207,0.44057548
1.6464128,1.6464523,1.6462533,1.6463835,2.6681995,2.6678667,2.6679306,2.6682284,1.6927682,1.6926639,1.6926603,1.6928566,0.440387,0.44025034,0.44029218,0.44040602
1.6464438,1.6464579,1.6462789,1.6464028,2.6675982,2.6672816,2.6673832,2.6676176,1.69187,1.6917441,1.6917177,1.6919339,0.44028983,0.44017053,0.4401883,0.4402997
1.6465933,1.6465898,1.6464262,1.6465425,2.666871,2.666562,2.6667042,2.6668794,1.6907085,1.6905665,1.6905143,1.690757,0.44014522,0.44004288,0.44004154,0.44015777
1.6463898,1.6464101,1.6462238,1.6463575,2.667654,2.6673326,2.6674228,2.6676707,1.6916462,1.6915281,1.6915029,1.691709,0.44030377,0.4401859,0.440216,0.44032592
1.6463244,1.6463456,1.6461635,1.6462941,2.6678495,2.6675234,2.667614,2.6678681,1.6915537,1.6914362,1.6914134,1.6916256,0.44036266,0.44024715,0.4402687,0.44037402
1.646669,1.6466677,1.6465096,1.6466227,2.6666002,2.6662807,2.6664205,2.6665962,1.6900138,1.6898688,1.6898232,1.6900656,0.4400851,0.4399823,0.439984,0.44009966
1.6465813,1.6465684,1.6464214,1.6465468,2.6671576,2.6668305,2.666976,2.6671634,1.6892682,1.6891258,1.6890814,1.6893144,0.440231,0.44012898,0.44013608,0.4402387
1.6467154,1.646717,1.646563,1.646694,2.6668658,2.6665277,2.666676,2.6668627,1.688794,1.6886526,1.6886075,1.6888442,0.44015163,0.4400547,0.44005686,0.4401617
1.6461802,1.6462106,1.6460233,1.6461656,2.6686506,2.668303,2.6683712,2.6686573,1.6915294,1.69142,1.6914121,1.6916132,0.4405498,0.44042325,0.44046217,0.4405554
1.646904,1.6469288,1.6467168,1.6467941,2.6663666,2.6661344,2.666253,2.666478,1.6874129,1.6872053,1.6871471,1.6874428,0.44000894,0.43997318,0.4399593,0.4400399
1.6462625,1.6462958,1.6461155,1.6462533,2.6684747,2.6681266,2.6682034,2.6684802,1.6909646,1.6908554,1.690847,1.6910403,0.44050848,0.44038308,0.44041726,0.44051653
1.647161,1.6472005,1.6469092,1.6469359,2.6651392,2.6650338,2.6651378,2.6653953,1.6858577,1.6855812,1.6854905,1.685857,0.43970054,0.43974522,0.43971157,0.43975812
1.645546,1.64559,1.6453869,1.6455054,2.6717324,2.6714082,2.671463,2.6717741,1.6948346,1.6947289,1.6947156,1.6949222,0.44122186,0.44109187,0.441147,0.4412648
1.6464887,1.646483,1.6463401,1.6464646,2.6677213,2.6673832,2.6675205,2.6677172,1.6888815,1.6887367,1.6887013,1.68893,0.44036564,0.44026995,0.44027346,0.44037163
1.6460822,1.6461127,1.6459336,1.646075,2.6695418,2.66919,2.6692605,2.6695511,1.691396,1.691284,1.6912845,1.6914773,0.44075525,0.4406246,0.44066095,0.44076264
1.6454448,1.6454849,1.645277,1.6453972,2.67268,2.672369,2.6724286,2.6727371,1.6955082,1.6953976,1.6953822,1.6955972,0.4414329,0.44130096,0.44135362,0.44147062
1.6453066,1.6453385,1.6451409,1.645277,2.6731148,2.6727867,2.6728597,2.6731527,1.6941644,1.6940445,1.6940297,1.6942446,0.44157973,0.4414554,0.4414993,0.44160563
1.645605,1.6456345,1.6454668,1.6456134,2.672648,2.6722822,2.6723576,2.67266,1.691442,1.6913209,1.6913259,1.6915257,0.44148028,0.44135487,0.44139564,0.44149834
1.6453593,1.6453893,1.6452203,1.6453714,2.6734066,2.6730347,2.6731129,2.673409,1.6917799,1.6916549,1.6916507,1.6918588,0.44167674,0.44155252,0.44159356,0.44168884
1.6452321,1.6452625,1.6450975,1.6452355,2.673946,2.6735792,2.6736593,2.673949,1.6918917,1.6917653,1.6917617,1.6919739,0.44181314,0.44169152,0.44172746,0.44182637
1.644275,1.6443186,1.6441128,1.6442254,2.6779485,2.6776233,2.6776862,2.6780024,1.6975756,1.6974534,1.6974266,1.6976635,0.44268644,0.44256443,0.44262072,0.44274876
1.6443846,1.6444213,1.6442232,1.6443462,2.6769886,2.6766634,2.6767259,2.6770303,1.6961474,1.6960301,1.6959989,1.6962309,0.4424984,0.44238293,0.44243503,0.4425497
1.6444943,1.6445292,1.6443443,1.6444724,2.6769485,2.6766047,2.6766744,2.6769855,1.695211,1.6950823,1.6950645,1.6952968,0.4424955,0.4423737,0.4424247,0.44253325
1.643694,1.643743,1.6435239,1.643621,2.6805468,2.6802454,2.6803017,2.6806269,1.70005,1.6999346,1.6998895,1.7001424,0.44327414,0.44315886,0.44322544,0.44335866
1.6436143,1.643659,1.64345,1.643559,2.6801052,2.6797948,2.679851,2.6801686,1.6987603,1.698631,1.6985933,1.6988475,0.44322878,0.4431151,0.44317126,0.44330037
1.6437571,1.643795,1.6435897,1.6437068,2.67976,2.6794467,2.6795049,2.6798196,1.6981295,1.6980007,1.6979636,1.6982172,0.44315034,0.4430346,0.44309366,0.44320905
1.643276,1.6433324,1.6431112,1.6432185,2.68228,2.6819825,2.682032,2.6823702,1.7009873,1.7008569,1.7008151,1.701076,0.44369778,0.44356996,0.4436345,0.4437824
1.6434027,1.6434441,1.6432338,1.643338,2.6813025,2.6809907,2.6810584,2.6813734,1.6991682,1.6990435,1.6989986,1.6992555,0.44350272,0.4433931,0.44345474,0.44358385
1.6439553,1.6439865,1.6438046,1.6439345,2.6791744,2.6788335,2.6789064,2.6792128,1.6958063,1.6956658,1.6956464,1.6958873,0.4430433,0.4429281,0.44297498,0.44308633
1.6433564,1.6433997,1.6431952,1.6433091,2.6820893,2.6817732,2.6818314,2.6821554,1.6992894,1.6991512,1.6991167,1.699373,0.44367808,0.4435634,0.44362116,0.44374657
1.6438966,1.6439204,1.6437552,1.6438985,2.680235,2.6798697,2.6799479,2.6802595,1.694719,1.6945767,1.6945615,1.6947978,0.44329792,0.4431811,0.4432305,0.44332796
1.6432972,1.6433434,1.6431503,1.6432645,2.6828704,2.6825247,2.682598,2.68292,1.698189,1.6980536,1.6980218,1.6982737,0.44386587,0.4437572,0.44381684,0.44393957
1.6433451,1.6433843,1.6431987,1.6433215,2.6829028,2.682551,2.6826248,2.6829493,1.69756,1.6974208,1.6973952,1.6976452,0.44388062,0.4437688,0.44382694,0.4439444
1.6431333,1.6431627,1.6429904,1.6431177,2.6837378,2.6833787,2.6834555,2.6837893,1.6969404,1.6967976,1.6967775,1.6970246,0.44410175,0.4439937,0.4440577,0.44416606
1.6421219,1.6421967,1.6419826,1.642138,2.6883488,2.6880383,2.6880684,2.6884563,1.7025119,1.7023523,1.7023504,1.7025964,0.4451606,0.4449951,0.44507432,0.44519794
1.6428969,1.6429297,1.6427529,1.642884,2.6845875,2.6842308,2.6843066,2.6846266,1.6971899,1.6970534,1.6970199,1.6972716,0.44431382,0.4442131,0.44426894,0.4443829
1.6427381,1.6427697,1.6425979,1.642719,2.6853738,2.685019,2.685092,2.6854222,1.6976081,1.6974688,1.6974355,1.6976945,0.44449848,0.44439527,0.4444581,0.44456828
1.6414193,1.6414841,1.641263,1.641423,2.6913176,2.6909933,2.6910152,2.6913888,1.7051055,1.7049592,1.7049788,1.7051911,0.44586623,0.44569516,0.44576323,0.4458865
1.6425507,1.6425824,1.642405,1.6425278,2.6864524,2.6861076,2.686185,2.6865108,1.6982721,1.6981217,1.6980916,1.698355,0.44474718,0.44464505,0.44470346,0.44481915
1.6412301,1.6412938,1.6410897,1.6412354,2.692566,2.6922374,2.6922688,2.6926315,1.7040391,1.7038856,1.7039028,1.7041256,0.44617653,0.44602928,0.44608623,0.44619235
1.6419247,1.6419842,1.6417975,1.641932,2.6891475,2.6887975,2.6888685,2.689229,1.6993834,1.6992247,1.6992062,1.6994708,0.44539753,0.44527888,0.44536275,0.4454506
1.6413057,1.641377,1.6411717,1.6413145,2.6921263,2.6917853,2.6918392,2.6921928,1.7028104,1.702662,1.7026607,1.702888,0.44607818,0.44594786,0.44600835,0.44610667
1.6411247,1.6411941,1.6410015,1.6411364,2.6931047,2.6927576,2.6928096,2.6931818,1.7034446,1.7032938,1.703305,1.7035244,0.4463009,0.4461689,0.44622523,0.4463268
1.6408503,1.6409128,1.6407051,1.6408598,2.6947293,2.694384,2.6944246,2.6947808,1.7052364,1.705096,1.7051069,1.705313,0.44666383,0.4465203,0.44657364,0.44668028
1.6404115,1.6404673,1.6402595,1.640419,2.6966958,2.6963634,2.6963973,2.6967447,1.707147,1.7070004,1.7070202,1.7072232,0.4471353,0.44698265,0.44701913,0.4471341
1.6403875,1.6404366,1.6402352,1.6403942,2.6964607,2.6961303,2.696167,2.6965125,1.7066418,1.7064924,1.706509,1.7067194,0.44710213,0.44695917,0.44698727,0.44709724
1.6410382,1.6411023,1.6409066,1.6410544,2.6938696,2.6935277,2.6935844,2.6939487,1.7030894,1.7029371,1.7029417,1.7031672,0.44648376,0.4463621,0.44641346,0.44650283
1.6404424,1.6404946,1.6402972,1.6404514,2.6959515,2.6956172,2.6956568,2.696006,1.705352,1.705199,1.7052152,1.7054286,0.44700274,0.44686356,0.4469022,0.44700173
1.640358,1.6404055,1.6402113,1.6403556,2.69662,2.6962838,2.696313,2.696665,1.7065442,1.7064068,1.7064213,1.7066238,0.44713065,0.44698715,0.44703048,0.44713473
1.6404991,1.640563,1.6403697,1.6405168,2.6960683,2.695723,2.6957636,2.6961205,1.7053639,1.7052082,1.7052261,1.7054403,0.44700673,0.44686872,0.4469111,0.44701147
1.6409326,1.64099,1.6408057,1.6409469,2.6941342,2.6937876,2.6938686,2.6942098,1.7015722,1.7014029,1.701403,1.7016394,0.44658983,0.4464851,0.44652516,0.44659656
1.6404936,1.6405451,1.6403632,1.6405036,2.696021,2.695681,2.695745,2.6960835,1.703547,1.7033865,1.7033869,1.7036123,0.44702876,0.44692028,0.4469529,0.44702834
1.6402149,1.6402655,1.6400809,1.6402323,2.6979342,2.6975865,2.6976552,2.6979952,1.7050676,1.704911,1.7049154,1.7051301,0.44745302,0.44733763,0.44736034,0.44744805
1.6395226,1.6395662,1.6393759,1.6395319,2.7009082,2.7005706,2.700611,2.7009342,1.7083043,1.708156,1.7081727,1.7083695,0.4481529,0.4480185,0.44802982,0.4481309
1.6392652,1.6392934,1.6391008,1.6392596,2.702135,2.7018166,2.7018518,2.702168,1.7100321,1.7098894,1.7099067,1.7101004,0.4484414,0.44830176,0.44830006,0.44840533
1.6392221,1.6392505,1.6390581,1.6392276,2.7021508,2.7018194,2.701857,2.7021775,1.7096382,1.709487,1.7095045,1.7097025,0.44845513,0.44832015,0.44831952,0.44841737
1.6396469,1.639689,1.6395059,1.6396575,2.700739,2.7003932,2.700438,2.7007706,1.7076373,1.7074852,1.7075075,1.7077086,0.44810498,0.44797155,0.44798833,0.44808304
1.6403369,1.6403915,1.6402278,1.6403561,2.6972842,2.696927,2.6970005,2.6973476,1.7029732,1.7028025,1.7028147,1.7030435,0.4473246,0.44722003,0.44724947,0.44732252
1.6397935,1.6398305,1.6396673,1.6398048,2.6996255,2.699274,2.6993532,2.6996734,1.7041514,1.7039864,1.703991,1.7042081,0.44789863,0.4478032,0.4478129,0.44787872
1.6396809,1.6397213,1.6395605,1.6396904,2.7001576,2.6998072,2.699891,2.700209,1.7041334,1.7039642,1.7039696,1.7041965,0.44802886,0.44793957,0.44794714,0.44800884
1.6390216,1.639052,1.6388714,1.6390321,2.7038002,2.7034626,2.7035294,2.7038257,1.7083144,1.7081518,1.7081609,1.7083724,0.44885927,0.44874626,0.4487326,0.44880757
1.6391606,1.639189,1.6390274,1.6391652,2.7023344,2.701991,2.7020593,2.702372,1.7061207,1.7059574,1.7059666,1.7061787,0.44855046,0.4484503,0.44845122,0.44851446
1.6388142,1.6388321,1.6386619,1.6388159,2.7043529,2.7040186,2.7040868,2.704381,1.7080458,1.7078898,1.7078924,1.7080998,0.44901022,0.4489111,0.44889593,0.44895968
1.638649,1.6386828,1.6385102,1.6386571,2.705616,2.7052646,2.7053313,2.7056298,1.7100077,1.7098546,1.7098689,1.710069,0.44926652,0.44914883,0.44913417,0.44922101
1.6387728,1.6388023,1.6386347,1.6387866,2.7047296,2.7043877,2.7044563,2.704755,1.7080265,1.7078575,1.707873,1.7080853,0.4490969,0.44899493,0.44897532,0.4490458
1.6383288,1.638365,1.6381733,1.6383376,2.7064896,2.7061515,2.7062263,2.7064946,1.7110479,1.7109051,1.7109058,1.711101,0.449491,0.4493762,0.44935745,0.4494456
1.6379213,1.6379926,1.6377783,1.6379483,2.7091727,2.7088294,2.7089262,2.7091763,1.7127624,1.7126155,1.7126254,1.7128243,0.4500866,0.4499668,0.4499522,0.45005634
1.6385711,1.6386168,1.6384335,1.6385896,2.7064247,2.706077,2.7061834,2.7064533,1.7086421,1.7084737,1.7084846,1.7087004,0.44947284,0.44937575,0.4493564,0.44943076
1.6374207,1.637493,1.6372766,1.6374471,2.7115102,2.7111678,2.7112598,2.7115204,1.7157279,1.7155746,1.715592,1.7157905,0.45061252,0.4504737,0.4504575,0.45058438
1.6384172,1.6384833,1.6382921,1.6384475,2.707398,2.707048,2.7071629,2.7074244,1.709057,1.7088935,1.7089036,1.7091093,0.44968233,0.44958755,0.4495746,0.44965577
1.637599,1.6376681,1.6374724,1.637629,2.7108884,2.710536,2.7106295,2.7109032,1.7133465,1.7131844,1.7131971,1.7134063,0.45048165,0.45036674,0.4503523,0.45045328
1.6377752,1.637835,1.6376462,1.6378031,2.7100096,2.7096562,2.7097654,2.7100375,1.7113903,1.7112219,1.7112241,1.7114425,0.4502952,0.45019948,0.450186,0.45026785
1.6374342,1.6374973,1.6372979,1.6374612,2.7114477,2.7111063,2.711203,2.7114773,1.7134618,1.713289,1.7132946,1.7135165,0.4506274,0.45051432,0.45050377,0.45059815
1.6378999,1.6379583,1.637789,1.6379218,2.7090287,2.7086658,2.708774,2.7090542,1.710091,1.709926,1.7099248,1.7101462,0.45008498,0.44999602,0.44998348,0.45006275
1.6375625,1.6376297,1.6374538,1.637589,2.7110128,2.7106586,2.71076,2.7110531,1.7115982,1.7114142,1.7114276,1.7116575,0.45053512,0.4504354,0.45042735,0.45050997
1.6374017,1.6374558,1.6372747,1.6374218,2.7111487,2.710793,2.7108932,2.7111714,1.712349,1.712182,1.7121782,1.7123969,0.45057562,0.45047522,0.4504687,0.4505521
1.6375127,1.6375704,1.6373842,1.6375368,2.7114205,2.7110734,2.7111754,2.7114596,1.7123817,1.7122076,1.7122139,1.7124317,0.45061576,0.45051384,0.45050588,0.45058978
1.6367644,1.636828,1.636627,1.6367869,2.7141457,2.713807,2.7138944,2.7141707,1.7165877,1.7164209,1.7164245,1.7166393,0.45125157,0.45112395,0.45110923,0.45122504
1.6375792,1.6376294,1.6374562,1.6375976,2.710454,2.7101135,2.710218,2.710499,1.7107226,1.7105362,1.7105366,1.7107775,0.45043802,0.45035186,0.45033664,0.45040345
1.6377203,1.6377773,1.6376102,1.6377394,2.710042,2.7096848,2.7097902,2.710077,1.7099725,1.7097921,1.7097982,1.7100284,0.4503305,0.45023942,0.4502356,0.4503041
1.6377046,1.6377652,1.6375794,1.6377273,2.7110038,2.7106462,2.7107573,2.7110424,1.7104682,1.7102985,1.7102947,1.7105219,0.45051983,0.45043015,0.4504294,0.45050108
1.6369343,1.6369982,1.6368203,1.6369524,2.7136674,2.7133212,2.7134147,2.7137103,1.7142571,1.7140812,1.7140816,1.7143142,0.45114523,0.45103982,0.45103452,0.45112976
1.636735,1.6367923,1.6366084,1.6367552,2.714909,2.7145696,2.7146559,2.71496,1.7154582,1.7152774,1.7152799,1.7155099,0.45142052,0.4513055,0.45130572,0.45139992
1.6360414,1.6361127,1.6359141,1.6360695,2.718608,2.718266,2.7183504,2.718657,1.7192446,1.7190497,1.7190553,1.7192931,0.45225072,0.4521232,0.45211703,0.45222795
1.6365032,1.6365572,1.6363857,1.6365204,2.7155452,2.7152028,2.7152905,2.715607,1.7152418,1.7150583,1.7150488,1.7152913,0.45158637,0.4514836,0.4514894,0.45157468
1.6367798,1.6368427,1.6366563,1.6368065,2.7152977,2.714942,2.7150435,2.7153533,1.71404,1.7138488,1.7138506,1.7140911,0.45151132,0.45141232,0.45141244,0.45149204
1.6364946,1.6365534,1.6363745,1.636517,2.7162352,2.7158852,2.7159867,2.7162933,1.715638,1.7154452,1.7154382,1.7156792,0.4517302,0.45162737,0.4516207,0.45170927
